Date,AAPL,NVDA,ORCL,MSFT,WMT,COST,PM,JPM,AXP,VTI,IVV,VOO,FDFIX,VFTAX,VLACX,SCHX,^GSPC,Mkt-RF,SMB,HML,RF
2019-01-01 00:00:00+00:00,39.74302291870117,3.565070867538452,45.72003936767578,98.43038177490234,29.111806869506836,195.33285522460938,55.851959228515625,86.86082458496094,94.49040985107422,126.36862182617188,246.73988342285156,225.56370544433594,10.490226745605469,,46.062740325927734,8.853343963623047,2704.10009765625,0.084,0.0288,-0.0045000000000000005,0.0021
2019-02-01 00:00:00+00:00,41.34526824951172,3.8257229328155518,47.63731384277344,105.59375,30.0717716217041,199.07337951660156,63.29210662841797,88.29383850097656,99.53324127197266,130.8657989501953,254.7086181640625,232.894287109375,10.827446937561035,,47.56049346923828,9.155224800109863,2784.489990234375,0.034,0.0206,-0.0271,0.0018
2019-03-01 00:00:00+00:00,45.55133819580078,4.457764148712158,49.081146240234375,111.63897705078125,29.62824249267578,220.96475219726562,64.34768676757812,85.64572143554688,100.97440338134766,132.00613403320312,258.5612487792969,236.05023193359375,11.037067413330078,24.300607681274414,48.17613220214844,9.277349472045898,2834.39990234375,0.011000000000000001,-0.0305,-0.0412,0.0019
2019-04-01 00:00:00+00:00,48.122066497802734,4.493514537811279,50.5615348815918,123.62259674072266,31.40944480895996,224.05825805664062,63.81336975097656,98.1841812133789,108.30037689208984,137.92916870117188,269.9698181152344,246.9549560546875,11.438085556030273,25.433982849121094,50.40205383300781,9.775023460388184,2945.830078125,0.0397,-0.0172,0.0216,0.0021
2019-05-01 00:00:00+00:00,41.983009338378906,3.3629367351531982,46.446258544921875,117.0722885131836,30.981857299804688,218.6286163330078,56.861454010009766,90.33348846435547,106.34744262695312,129.0328826904297,252.96556091308594,231.27850341796875,10.755270004272461,23.81231689453125,47.205135345458984,9.156523704528809,2752.06005859375,-0.0694,-0.0131,-0.023700000000000002,0.0021
2019-06-01 00:00:00+00:00,47.645381927490234,4.081836223602295,52.293338775634766,127.27249908447266,33.92518615722656,241.80162048339844,57.893531799316406,95.31224060058594,114.4410171508789,137.65399169921875,268.88433837890625,246.16836547851562,11.51500129699707,25.39670181274414,50.300411224365234,9.755566596984863,2941.760009765625,0.0693,0.0028000000000000004,-0.006999999999999999,0.0018
2019-07-01 00:00:00+00:00,51.28521728515625,4.193431377410889,51.678340911865234,129.4671630859375,33.89140701293945,252.2053680419922,62.56916046142578,98.89282989501953,115.3032455444336,140.11752319335938,274.6477966308594,251.0606231689453,11.624842643737793,26.023540496826172,51.25505447387695,9.942153930664062,2980.3798828125,0.011899999999999999,-0.019299999999999998,0.004699999999999999,0.0019
2019-08-01 00:00:00+00:00,50.25008773803711,4.163357734680176,47.979835510253906,130.97775268554688,35.08272933959961,269.70953369140625,53.948219299316406,94.32141876220703,111.9438247680664,137.19935607910156,270.09521484375,246.94187927246094,11.493775367736816,25.509056091308594,50.39230728149414,9.766237258911133,2926.4599609375,-0.0258,-0.0239,-0.0479,0.0016
2019-09-01 00:00:00+00:00,54.12126922607422,4.330684185028076,50.71706771850586,132.5292205810547,36.619232177734375,264.2077941894531,56.821876525878906,101.0439453125,110.0001220703125,139.00364685058594,273.99609375,250.61940002441406,11.714456558227539,25.855161666870117,51.06024932861328,9.903061866760254,2976.739990234375,0.0143,-0.0097,0.0677,0.0018
2019-10-01 00:00:00+00:00,60.111637115478516,5.001174449920654,50.21938705444336,136.66629028320312,36.18109130859375,272.461181640625,61.95197296142578,107.25129699707031,109.07012939453125,142.58135986328125,281.3004455566406,257.3084716796875,11.907549858093262,26.6810359954834,52.3873291015625,10.164024353027344,3037.56005859375,0.0206,0.0029,-0.019,0.0016
2019-11-01 00:00:00+00:00,64.57966613769531,5.392271041870117,51.97084426879883,144.3017578125,36.7457389831543,275.534423828125,63.0854377746582,114.03005981445312,112.13858795166016,147.9820098876953,291.5296630859375,266.6383056640625,12.39942455291748,27.780221939086914,54.32485580444336,10.548364639282227,3140.97998046875,0.0388,0.0078000000000000005,-0.0199,0.0012
2019-12-01 00:00:00+00:00,71.17214965820312,5.858345031738281,49.045509338378906,150.83773803710938,36.668609619140625,270.12139892578125,64.72856140136719,120.6419906616211,116.21821594238281,151.31121826171875,298.1524658203125,273.24310302734375,12.704329490661621,28.578777313232422,55.62894821166992,10.774203300476074,3230.780029296875,0.0277,0.0073,0.0178,0.0014000000000000002
2020-01-01 00:00:00+00:00,75.01616668701172,5.886479377746582,48.55488204956055,162.82252502441406,35.48484420776367,280.7821350097656,63.778663635253906,114.54935455322266,121.2407455444336,152.03866577148438,300.0699768066406,274.4652099609375,12.773272514343262,28.76883888244629,56.04029083251953,10.99605655670166,3225.52001953125,-0.0011,-0.0313,-0.0625,0.0013
2020-02-01 00:00:00+00:00,66.25443267822266,6.724026679992676,45.990718841552734,154.96018981933594,33.37416458129883,258.37615966796875,63.13856887817383,101.13109588623047,102.98133850097656,139.8770751953125,274.6990051269531,252.23435974121094,11.723541259765625,26.485445022583008,51.481815338134766,10.1241455078125,2954.219970703125,-0.08130000000000001,0.010700000000000001,-0.038,0.0012
2020-03-01 00:00:00+00:00,61.77869415283203,6.566865921020508,44.939979553222656,151.2593536376953,35.2151985168457,262.5955810546875,56.26712417602539,78.41556549072266,80.19862365722656,119.85877227783203,239.87774658203125,219.8209228515625,10.274354934692383,22.862218856811523,44.79854202270508,8.75482177734375,2584.590087890625,-0.13390000000000002,-0.0479,-0.1388,0.0013
2020-04-01 00:00:00+00:00,71.37749481201172,7.281349182128906,49.25452423095703,171.87994384765625,37.83970642089844,279.0533142089844,58.5633544921875,83.40635681152344,85.48212432861328,136.2736053466797,271.9830627441406,249.09129333496094,11.528461456298828,26.062129974365234,50.90548324584961,10.065154075622559,2912.429931640625,0.1365,0.0245,-0.0134,0.0
2020-05-01 00:00:00+00:00,77.24219512939453,8.844343185424805,50.23591995239258,175.75469970703125,38.62110137939453,284.74005126953125,57.58991622924805,85.63713836669922,89.55536651611328,143.62738037109375,285.07965087890625,260.8883056640625,12.141630172729492,27.51266098022461,53.483699798583984,10.578667640686035,3044.31005859375,0.0558,0.024900000000000002,-0.048499999999999995,0.0001
2020-06-01 00:00:00+00:00,88.86654663085938,9.46440601348877,51.6373405456543,195.72964477539062,37.45271682739258,279.88470458984375,54.999298095703125,82.7769775390625,89.67782592773438,146.26239013671875,289.2926330566406,264.3202819824219,12.384464263916016,28.24266242980957,54.43404769897461,10.7794189453125,3100.2900390625,0.0246,0.0269,-0.0223,0.0001
2020-07-01 00:00:00+00:00,103.54122161865234,10.582313537597656,51.805511474609375,197.17225646972656,40.46068572998047,300.4876403808594,61.2590217590332,85.04752349853516,87.90689086914062,155.3667449951172,307.49835205078125,281.32110595703125,13.038246154785156,30.16705894470215,57.846370697021484,11.549076080322266,3271.1201171875,0.057699999999999994,-0.023,-0.0144,0.0001
2020-08-01 00:00:00+00:00,125.73837280273438,13.33363151550293,53.685176849365234,216.90777587890625,43.41550064086914,321.60552978515625,63.635711669921875,89.03085327148438,96.13137817382812,166.40536499023438,329.0256652832031,300.9320373535156,14.029414176940918,32.602508544921875,62.23939895629883,12.392727851867676,3500.31005859375,0.07629999999999999,-0.0028000000000000004,-0.0288,0.0001
2020-09-01 00:00:00+00:00,113.05033111572266,13.489151954650879,56.01197052001953,202.77789306640625,43.926795959472656,328.39544677734375,59.8075065612793,85.54745483398438,94.8633804321289,159.86288452148438,315.2275085449219,288.3986511230469,13.49487018585205,31.232572555541992,59.71695327758789,11.8715181350708,3363.0,-0.0363,-0.0003,-0.0265,0.0001
2020-10-01 00:00:00+00:00,106.2659683227539,12.499439239501953,52.64374542236328,195.2001190185547,43.562591552734375,330.81903076171875,57.53785705566406,87.12030792236328,86.33750915527344,157.38949584960938,308.70697021484375,282.2568359375,13.08224105834961,30.440114974975586,58.29193878173828,11.659533500671387,3269.9599609375,-0.021,0.042699999999999995,0.0431,0.0001
2020-11-01 00:00:00+00:00,116.213134765625,13.364544868469238,54.37357711791992,206.38360595703125,47.97066116333008,363.106201171875,61.36994552612305,105.72256469726562,112.68663024902344,175.96636962890625,342.3460693359375,313.1542053222656,14.573467254638672,33.77145004272461,65.015380859375,13.006060600280762,3621.6298828125,0.1247,0.0572,0.0215,0.0001
2020-12-01 00:00:00+00:00,129.7515869140625,13.019002914428711,60.93947219848633,214.99517822265625,45.257999420166016,349.2129211425781,67.07349395751953,113.9647445678711,114.89115905761719,183.4498748779297,353.71923828125,323.5569763183594,15.063016891479492,35.07915496826172,67.3292236328125,13.472677230834961,3756.070068359375,0.0463,0.0479,-0.0134,0.0001
2021-01-01 00:00:00+00:00,129.03778076171875,12.957756042480469,56.92645263671875,224.21673583984375,44.27012634277344,335.2005310058594,65.4628677368164,115.39974975585938,110.4726333618164,183.57998657226562,351.61260986328125,321.5621643066406,14.980135917663574,34.88356018066406,66.97498321533203,13.532732009887695,3714.239990234375,-0.0003,0.075,0.0285,0.0001
2021-02-01 00:00:00+00:00,118.57469940185547,13.680724143981934,61.00244140625,224.62269592285156,40.939388275146484,314.8183288574219,69.05448913574219,132.9423370361328,128.9774932861328,189.34320068359375,361.3133544921875,330.4570617675781,15.39625072479248,35.58277130126953,68.75474548339844,13.91672420501709,3811.14990234375,0.0278,0.0207,0.071,0.0
2021-03-01 00:00:00+00:00,119.62348175048828,13.315374374389648,66.35469818115234,228.42442321777344,42.80170440673828,335.91009521484375,72.93376159667969,137.51315307617188,134.87045288085938,195.59848022460938,376.50335693359375,344.36199951171875,16.067710876464844,36.75129699707031,71.17223358154297,14.404212951660156,3972.889892578125,0.0308,-0.022799999999999997,0.0727,0.0
2021-04-01 00:00:00+00:00,128.7409210205078,14.977703094482422,71.66912841796875,244.3231658935547,44.27144241333008,354.59820556640625,79.12725067138672,138.94039916992188,146.6667938232422,206.13450622558594,397.771240234375,363.8559875488281,16.881027221679688,38.951011657714844,75.22206115722656,15.227239608764648,4181.169921875,0.0493,-0.032,-0.0095,0.0
2021-05-01 00:00:00+00:00,122.03260040283203,16.210086822509766,74.7808837890625,241.9010772705078,44.94226837158203,361.2599182128906,80.3183364868164,149.2358856201172,153.1513214111328,207.074462890625,400.40167236328125,366.284423828125,17.041175842285156,38.98940658569336,75.57526397705078,15.311490058898926,4204.10986328125,0.0029,-0.0027,0.0713,0.0
2021-06-01 00:00:00+00:00,134.35498046875,19.96012306213379,73.92613220214844,263.0660400390625,44.797908782958984,377.8774719238281,82.55054473876953,141.33067321777344,158.02902221679688,211.5655517578125,408.2549743652344,373.2945861816406,17.439464569091797,40.16072082519531,77.39854431152344,15.642489433288574,4297.5,0.0275,0.016,-0.0775,0.0
2021-07-01 00:00:00+00:00,143.085693359375,19.462154388427734,82.75852966308594,276.6708679199219,45.2839469909668,410.3963623046875,84.37884521484375,137.9141845703125,163.0980682373047,215.89981079101562,419.4207458496094,383.7268371582031,17.799821853637695,41.354942321777344,79.37942504882812,16.050851821899414,4395.259765625,0.0127,-0.0394,-0.0181,0.0
2021-08-01 00:00:00+00:00,148.9421844482422,22.342697143554688,84.96073150634766,293.1500549316406,47.04702377319336,435.8229064941406,86.83206939697266,146.17532348632812,159.14137268066406,222.07138061523438,432.0968017578125,395.05352783203125,18.39707374572754,42.7215690612793,81.73436737060547,16.515701293945312,4522.68017578125,0.0291,-0.0046,-0.001,0.0
2021-09-01 00:00:00+00:00,139.0166015625,20.680498123168945,83.05426788330078,274.29144287109375,44.43986892700195,429.9480895996094,79.91078186035156,149.59324645996094,160.64683532714844,211.49020385742188,410.29718017578125,375.3984069824219,17.540952682495117,40.459896087646484,77.66584014892578,15.700702667236328,4307.5400390625,-0.0437,0.0067,0.051,0.0
2021-10-01 00:00:00+00:00,147.17091369628906,25.52318000793457,91.4521713256836,322.6465148925781,47.641014099121094,470.31634521484375,80.68389892578125,155.25930786132812,166.6400604248047,226.34556579589844,440.7005920410156,403.1387939453125,18.71098518371582,43.57059097290039,83.3712158203125,16.95001220703125,4605.3798828125,0.0665,-0.023700000000000002,-0.0045000000000000005,0.0
2021-11-01 00:00:00+00:00,162.39891052246094,32.619998931884766,86.79627990722656,321.6444091796875,44.838417053222656,516.9255981445312,73.34434509277344,146.02645874023438,146.40567016601562,223.0398712158203,437.488525390625,400.1784362792969,18.641502380371094,43.310089111328125,82.49766540527344,16.73512840270996,4567.0,-0.0155,-0.0132,-0.0040999999999999995,0.0
2021-12-01 00:00:00+00:00,174.70816040039062,29.360591888427734,83.41970825195312,327.81805419921875,46.132896423339844,544.066650390625,81.07646942138672,145.5851287841797,157.26834106445312,230.673583984375,455.9964294433594,416.8995056152344,19.386014938354492,44.815189361572266,85.46389770507812,17.346250534057617,4766.18017578125,0.031,-0.016399999999999998,0.0322,0.0001
2022-01-01 00:00:00+00:00,171.963134765625,24.447031021118164,77.6326675415039,303.1186218261719,44.75645065307617,484.10150146484375,88.97128295898438,136.62110900878906,172.860595703125,217.47216796875,433.2593688964844,396.49822998046875,18.466039657592773,41.86431884765625,80.83097076416016,16.420103073120117,4515.5498046875,-0.0625,-0.0596,0.128,0.0
2022-02-01 00:00:00+00:00,162.45880126953125,24.34619140625,72.93817138671875,291.23675537109375,43.26787567138672,497.6336669921875,87.43147277832031,131.1507110595703,187.48023986816406,212.0643768310547,420.7440490722656,384.6806945800781,17.919536590576172,40.248199462890625,78.37541961669922,15.958086013793945,4373.93994140625,-0.0229,0.0219,0.031,0.0
2022-03-01 00:00:00+00:00,172.0147705078125,27.242568969726562,79.42842102050781,301.1375427246094,47.67277908325195,552.7138061523438,81.26361083984375,126.08226013183594,180.2138671875,218.29676818847656,435.1006774902344,397.9167785644531,18.581090927124023,41.49658203125,80.89838409423828,16.476709365844727,4530.41015625,0.030600000000000002,-0.0166,-0.0176,0.0001
2022-04-01 00:00:00+00:00,155.30682373046875,18.520639419555664,70.47074890136719,271.06378173828125,49.16510009765625,510.3569030761719,87.6761245727539,110.39598846435547,168.36985778808594,198.98126220703125,397.9322509765625,364.184814453125,16.91282081604004,37.439842224121094,73.7514877319336,15.034965515136719,4131.93017578125,-0.0946,-0.0138,0.0617,0.0001
2022-05-01 00:00:00+00:00,146.62774658203125,18.645458221435547,69.3199234008789,265.5452880859375,41.336734771728516,448.2165832519531,93.15587615966797,123.2059555053711,163.1554412841797,198.48114013671875,399.19268798828125,365.127197265625,16.990983963012695,37.07126235961914,73.52937316894531,14.995076179504395,4132.14990234375,-0.0034000000000000002,-0.0196,0.0859,0.0003
2022-06-01 00:00:00+00:00,134.8858184814453,15.137453079223633,67.34403228759766,251.43936157226562,39.213157653808594,460.7721862792969,86.5714111328125,104.92491912841797,133.96878051757812,181.41845703125,364.822509765625,333.58447265625,15.587087631225586,34.06443786621094,67.2232666015625,13.70329761505127,3785.3798828125,-0.08439999999999999,0.0218,-0.061,0.0006
2022-07-01 00:00:00+00:00,160.32980346679688,18.141014099121094,75.0259017944336,274.8475036621094,42.59003448486328,520.3973388671875,86.24613952636719,107.48725891113281,149.40908813476562,199.16827392578125,399.8674011230469,365.7640075683594,16.9525203704834,37.4492073059082,73.68505096435547,15.02133560180664,4130.2900390625,0.09570000000000001,0.027999999999999997,-0.0403,0.0008
2022-08-01 00:00:00+00:00,155.11077880859375,15.07573127746582,71.78894805908203,255.9820098876953,42.751304626464844,502.8050842285156,84.77245330810547,106.9058609008789,147.4495391845703,191.74234008789062,383.3623046875,350.661865234375,16.33172607421875,35.7659912109375,70.78690338134766,14.43588924407959,3955.0,-0.0377,0.013999999999999999,0.0029,0.0019
2022-09-01 00:00:00+00:00,136.53529357910156,12.124307632446289,59.12543487548828,228.49559020996094,42.014286041259766,454.81658935546875,73.69317626953125,98.22969055175781,130.87118530273438,173.30780029296875,346.1727294921875,317.0102844238281,14.82507038116455,32.28279113769531,64.00191497802734,13.049304962158203,3585.6201171875,-0.0935,-0.008199999999999999,0.0002,0.0019
2022-10-01 00:00:00+00:00,151.4929656982422,13.484668731689453,75.5841293334961,227.74020385742188,46.10557556152344,482.9664001464844,82.70587158203125,118.32682037353516,144.00584411621094,188.16334533691406,376.2297058105469,344.2516784667969,15.955060005187988,34.5521125793457,69.31988525390625,14.24908447265625,3871.97998046875,0.0783,0.0007000000000000001,0.0806,0.0023
2022-11-01 00:00:00+00:00,146.2469024658203,16.90753936767578,80.7994155883789,250.31503295898438,49.37407684326172,520.2587890625,89.74734497070312,131.05088806152344,153.4557647705078,197.8900604248047,397.1178894042969,363.20269775390625,16.9195499420166,36.446189880371094,73.06558990478516,15.025965690612793,4080.110107421875,0.0461,-0.0351,0.0141,0.0029
2022-12-01 00:00:00+00:00,128.57789611816406,14.604384422302246,79.54407501220703,235.9478302001953,45.93065643310547,440.4230041503906,91.13402557373047,127.181396484375,143.87393188476562,185.40921020507812,372.7564392089844,340.7504577636719,15.87177562713623,33.927268981933594,68.47345733642578,14.086843490600586,3839.5,-0.0641,-0.0069,0.0134,0.0033
2023-01-01 00:00:00+00:00,142.78843688964844,19.524147033691406,86.08353424072266,243.80882263183594,46.780128479003906,493.1387634277344,95.0586166381836,132.73904418945312,170.34088134765625,199.2046661376953,397.850341796875,363.9188537597656,16.951374053955078,36.680355072021484,73.17300415039062,15.218608856201172,4076.60009765625,0.0664,0.0501,-0.04,0.0034999999999999996
2023-02-01 00:00:00+00:00,145.8759765625,23.200725555419922,85.37094116210938,245.39280700683594,46.21435546875,467.12823486328125,88.72988891601562,136.95838928222656,170.01280212402344,194.42018127441406,387.7752380371094,354.82672119140625,16.532217025756836,35.90597915649414,71.462890625,14.86115550994873,3970.14990234375,-0.0259,0.011699999999999999,-0.0083,0.0034000000000000002
2023-03-01 00:00:00+00:00,163.43310546875,27.758724212646484,90.7627944946289,284.35552978515625,47.94417953491211,480.2057800292969,88.68428802490234,124.49980163574219,161.179443359375,198.88311767578125,400.5494079589844,366.4818115234375,17.136579513549805,37.307716369628906,73.79840850830078,15.300853729248047,4109.31005859375,0.025099999999999997,-0.055099999999999996,-0.08869999999999999,0.0036
2023-04-01 00:00:00+00:00,168.17059326171875,27.73545265197754,92.52100372314453,303.0561218261719,49.28992462158203,486.3428039550781,92.39079284667969,132.0762481689453,157.6519775390625,201.83572387695312,408.6637268066406,373.8422546386719,17.341285705566406,37.873565673828125,75.08224487304688,15.676018714904785,4169.47998046875,0.0060999999999999995,-0.0336,-0.0005,0.0034999999999999996
2023-05-01 00:00:00+00:00,175.6732635498047,37.81552505493164,103.91386413574219,323.8970031738281,47.95132064819336,494.40313720703125,83.18592071533203,130.67660522460938,155.5094757080078,202.69667053222656,410.39556884765625,375.6427917480469,17.48402214050293,38.61079025268555,75.60199737548828,15.772014617919922,4179.830078125,0.0034999999999999996,0.016,-0.0774,0.0036
2023-06-01 00:00:00+00:00,192.51046752929688,42.28134536743164,116.81237030029297,336.61505126953125,51.512359619140625,521.4088745117188,90.21895599365234,140.0457305908203,170.8485870361328,215.5132293701172,436.1094970703125,398.53021240234375,18.638532638549805,40.9993896484375,80.31916809082031,16.757566452026367,4450.3798828125,0.0647,0.0155,-0.002,0.004
2023-07-01 00:00:00+00:00,194.97178649902344,46.71101760864258,114.98793029785156,332.0483093261719,52.39066696166992,542.9962768554688,93.39073944091797,152.10137939453125,165.63095092773438,224.2610626220703,451.6744689941406,413.26031494140625,19.166872024536133,42.4769287109375,83.30913543701172,17.41010856628418,4588.9599609375,0.0321,0.020499999999999997,0.041100000000000005,0.0045000000000000005
2023-08-01 00:00:00+00:00,186.45632934570312,49.33600616455078,118.50191497802734,323.9823303222656,53.29192352294922,531.96533203125,89.9630355834961,141.8704071044922,155.48179626464844,219.93002319335938,444.3229064941406,406.5311279296875,18.937753677368164,41.747623443603516,81.92162322998047,17.108217239379883,4507.66015625,-0.0239,-0.032,-0.0108,0.0045000000000000005
2023-09-01 00:00:00+00:00,170.1511688232422,43.482261657714844,104.25883483886719,312.7715759277344,52.599945068359375,548.1849365234375,86.70391082763672,140.60031127929688,146.82150268554688,208.60647583007812,421.4927978515625,385.7738037109375,18.034086227416992,39.540008544921875,77.83784484863281,16.25071907043457,4288.0498046875,-0.0524,-0.024900000000000002,0.014499999999999999,0.0043
2023-10-01 00:00:00+00:00,169.71388244628906,40.76766586303711,101.77837371826172,334.920654296875,53.74448776245117,536.03662109375,84.67554473876953,134.82196044921875,143.711669921875,203.83140563964844,414.0648498535156,378.8340148925781,17.582250595092773,38.80720138549805,76.40243530273438,16.034624099731445,4193.7998046875,-0.0318,-0.0388,0.0019,0.004699999999999999
2023-11-01 00:00:00+00:00,188.77525329589844,46.755855560302734,114.80604553222656,375.3358154296875,51.2054328918457,575.1399536132812,88.66429138183594,152.43983459472656,168.74942016601562,223.02284240722656,452.0064697265625,413.5746765136719,19.2681827545166,42.79071807861328,83.5698013305664,17.534828186035156,4567.7998046875,0.0883,-0.0003,0.0166,0.0044
2023-12-01 00:00:00+00:00,191.5913848876953,49.507022857666016,104.15628051757812,373.2489013671875,51.85006332397461,641.6558837890625,89.34806823730469,166.1328582763672,185.12335205078125,233.82603454589844,470.9477233886719,430.7329406738281,20.047191619873047,44.728111267089844,87.0744857788086,18.31415367126465,4769.830078125,0.0487,0.0636,0.0492,0.0043
